_group,_name,_thesaurus,_namespace,_qualName,_dc:relation,_dc:description,_comments,_examples,_required,_type
MaterialEntity,associatedSequences,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/associatedSequences,https://dwc.tdwg.org/terms/#dwc:associatedSequences,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the dwc:MaterialEntity.",,`http://www.ncbi.nlm.nih.gov/nuccore/U34853.1`; `http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093`,false,
MaterialEntity,materialEntityRemarks,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/materialEntityRemarks,https://dwc.tdwg.org/terms/#dwc:materialEntityRemarks,Comments or notes about the dwc:MaterialEntity instance.,,`found in association with charred remains`; `some original fragments missing`,false,
MaterialSample,materialSampleID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/materialSampleID,https://dwc.tdwg.org/terms/#dwc:materialSampleID,"An identifier for the dwc:MaterialSample (as opposed to a particular digital record of the dwc:MaterialSample). In the absence of a persistent global unique identifier, construct one from a combination of identifiers in the record that will most closely make the dwc:materialSampleID globally unique.","Recommended best practice is to use a persistent, globally unique identifier.",`06809dc5-f143-459a-be1a-6f03e63fc083`,false,
Event,eventID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/eventID,https://dwc.tdwg.org/terms/#dwc:eventID,An identifier for the set of information associated with a dwc:Event (something that occurs at a place and time). May be a global unique identifier or an identifier specific to the data set.,,`INBO:VIS:Ev:00009375`,false,
Event,parentEventID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/parentEventID,https://dwc.tdwg.org/terms/#dwc:parentEventID,An identifier for the broader dwc:Event that groups this and potentially other dwc:Events.,Use a globally unique identifier for a dwc:Event or an identifier for a dwc:Event that is specific to the data set.,"`A1` (parentEventID to identify the main Whittaker Plot in nested samples, each with its own eventID - `A1:1`, `A1:2`).",false,
Event,eventType,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/eventType,https://dwc.tdwg.org/terms/#dwc:eventType,The nature of the dwc:Event.,"Recommended best practice is to use a controlled vocabulary. Regardless of the dwc:eventType, the interval of the dwc:Event can be captured in dwc:eventDate. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Sample`; `Observation`; `Site Visit`; `Biotic Interaction`; `Bioblitz`; `Expedition`; `Survey`; `Project`,false,
Event,fieldNumber,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/fieldNumber,https://dwc.tdwg.org/terms/#dwc:fieldNumber,An identifier given to the dwc:Event in the field. Often serves as a link between field notes and the dwc:Event.,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`RV Sol 87-03-08`,false,
Event,eventDate,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/eventDate,https://dwc.tdwg.org/terms/#dwc:eventDate,"The date-time or interval during which a dwc:Event occurred. For occurrences, this is the date-time when the dwc:Event was recorded. Not suitable for a time in a geological context.",Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 8:40am UTC); `2018-08-29T15:19` (3:19pm local time on 29 August 2018); `1809-02-12` (some time during 12 February 1809); `1906-06` (some time in June 1906); `1971` (some time in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC); `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909); `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007),false,
Event,eventTime,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/eventTime,https://dwc.tdwg.org/terms/#dwc:eventTime,The time or interval during which a dwc:Event occurred.,Recommended best practice is to use a time of day that conforms to ISO 8601-1:2019.,`14:07-0600` (2:07pm in the time zone six hours earlier than UTC); `08:40:21Z` (8:40:21am UTC); `13:00:00Z/15:30:00Z` (the interval between 1pm UTC and 3:30pm UTC),false,
Event,startDayOfYear,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/startDayOfYear,https://dwc.tdwg.org/terms/#dwc:startDayOfYear,"The earliest integer day of the year on which the dwc:Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).",,"`1` (1 January); `366` (31 December); `365` (30 December in a leap year, 31 December in a non-leap year)",false,integer
Event,endDayOfYear,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/endDayOfYear,https://dwc.tdwg.org/terms/#dwc:endDayOfYear,"The latest integer day of the year on which the dwc:Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).",,"`1` (1 January); `32` (1 February); `366` (31 December); `365` (30 December in a leap year, 31 December in a non-leap year)",false,integer
Event,year,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/year,https://dwc.tdwg.org/terms/#dwc:year,"The four-digit year in which the dwc:Event occurred, according to the Common Era Calendar.",,`1160`; `2008`,false,integer
Event,month,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/month,https://dwc.tdwg.org/terms/#dwc:month,The integer month in which the dwc:Event occurred.,,`1` (January); `10` (October),false,integer
Event,day,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/day,https://dwc.tdwg.org/terms/#dwc:day,The integer day of the month on which the dwc:Event occurred.,,`9`; `28`,false,integer
Event,verbatimEventDate,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimEventDate,https://dwc.tdwg.org/terms/#dwc:verbatimEventDate,The verbatim original representation of the date and time information for a dwc:Event.,,`spring 1910`; `Marzo 2002`; `1999-03-XX`; `17IV1934`,false,
Event,habitat,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/habitat,https://dwc.tdwg.org/terms/#dwc:habitat,A category or description of the habitat in which the dwc:Event occurred.,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`oak savanna`; `pre-cordilleran steppe`,false,
Event,samplingProtocol,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/samplingProtocol,https://dwc.tdwg.org/terms/#dwc:samplingProtocol,"The names of, references to, or descriptions of the methods or protocols used during a dwc:Event.","Recommended best practice is describe a dwc:Event with no more than one sampling protocol. In the case of a summary Event with multiple protocols, in which a specific protocol can not be attributed to specific dwc:Occurrences, the recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`UV light trap`; `mist net`; `bottom trawl`; `ad hoc observation | point count`; `Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`; `Takats et al. 2001. Guidelines for Nocturnal Owl Monitoring in North America. Beaverhill Bird Observatory and Bird Studies Canada, Edmonton, Alberta. 32 pp., http://www.bsc-eoc.org/download/Owl.pdf`",false,
Event,sampleSizeValue,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/sampleSizeValue,https://dwc.tdwg.org/terms/#dwc:sampleSizeValue,"A numeric value for a measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.",A dwc:sampleSizeValue must have a corresponding dwc:sampleSizeUnit.,`5` (sampleSizeValue) with `metre` (sampleSizeUnit),false,
Event,sampleSizeUnit,http://rs.gbif.org/vocabulary/gbif/unit_of_measurement_2015-07-10.xml,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/sampleSizeUnit,https://dwc.tdwg.org/terms/#dwc:sampleSizeUnit,"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.","A dwc:sampleSizeUnit must have a corresponding dwc:sampleSizeValue, e.g., `5` for dwc:sampleSizeValue with `m` for dwc:sampleSizeUnit. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`minute`; `hour`; `day`; `metre`; `square metre`; `cubic metre`,false,
Event,samplingEffort,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/samplingEffort,https://dwc.tdwg.org/terms/#dwc:samplingEffort,The amount of effort expended during a dwc:Event.,,`40 trap-nights`; `10 observer-hours`; `10 km by foot`; `30 km by car`,false,
Event,fieldNotes,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/fieldNotes,https://dwc.tdwg.org/terms/#dwc:fieldNotes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the dwc:Event.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Notes available in the Grinnell-Miller Library.`,false,
Event,eventRemarks,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/eventRemarks,https://dwc.tdwg.org/terms/#dwc:eventRemarks,Comments or notes about the dwc:Event.,,`After the recent rains the river is nearly at flood stage.`,false,
Location,locationID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/locationID,https://dwc.tdwg.org/terms/#dwc:locationID,An identifier for the set of dcterms:Location information. May be a global unique identifier or an identifier specific to the data set.,,`https://opencontext.org/subjects/768A875F-E205-4D0B-DE55-BAB7598D0FD1`,false,
Location,higherGeographyID,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/higherGeographyID,https://dwc.tdwg.org/terms/#dwc:higherGeographyID,An identifier for the geographic region within which the dcterms:Location occurred.,Recommended best practice is to use a persistent identifier from a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"`http://vocab.getty.edu/tgn/1002002` (Antártida e Islas del Atlántico Sur, Territorio Nacional de la Tierra del Fuego, Argentina).",false,
Location,higherGeography,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/higherGeography,https://dwc.tdwg.org/terms/#dwc:higherGeography,A list (concatenated and separated) of geographic names less specific than the information captured in the dwc:locality term.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from least specific to most specific.","`North Atlantic Ocean`; `South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` with accompanying values `South America` (continent) `Argentina` (country), `Neuquén` (first order division), and `Los Lagos` (second order division)",false,
Location,continent,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/continent,https://dwc.tdwg.org/terms/#dwc:continent,The name of the continent in which the dcterms:Location occurs.,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Africa`; `Antarctica`; `Asia`; `Europe`; `North America`; `Oceania`; `South America`,false,
Location,waterBody,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/waterBody,https://dwc.tdwg.org/terms/#dwc:waterBody,The name of the water body in which the dcterms:Location occurs.,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,`Indian Ocean`; `Baltic Sea`; `Hudson River`; `Lago Nahuel Huapi`,false,
Location,islandGroup,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/islandGroup,https://dwc.tdwg.org/terms/#dwc:islandGroup,The name of the island group in which the dcterms:Location occurs.,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,`Alexander Archipelago`; `Archipiélago Diego Ramírez`; `Seychelles`,false,
Location,island,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/island,https://dwc.tdwg.org/terms/#dwc:island,The name of the island on or near which the dcterms:Location occurs.,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,`Nosy Be`; `Bikini Atoll`; `Vancouver`; `Viti Levu`; `Zanzibar`,false,
Location,country,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/country,https://dwc.tdwg.org/terms/#dwc:country,The name of the country or major administrative unit in which the dcterms:Location occurs.,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Denmark`; `Colombia`; `España`,false,
Location,countryCode,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/countryCode,https://dwc.tdwg.org/terms/#dwc:countryCode,The standard code for the country in which the dcterms:Location occurs.,"Recommended best practice is to use an ISO 3166-1-alpha-2 country code. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`AR`; `SV`,false,
Location,stateProvince,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/stateProvince,https://dwc.tdwg.org/terms/#dwc:stateProvince,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the dcterms:Location occurs.","Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Montana`; `Minas Gerais`; `Córdoba`,false,
Location,county,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/county,https://dwc.tdwg.org/terms/#dwc:county,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the dcterms:Location occurs.","Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Missoula`; `Los Lagos`; `Mataró`,false,
Location,municipality,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/municipality,https://dwc.tdwg.org/terms/#dwc:municipality,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the dcterms:Location occurs. Do not use this term for a nearby named place that does not contain the actual dcterms:Location.","Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Holzminden`; `Araçatuba`; `Ga-Segonyana`,false,
Location,locality,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/locality,https://dwc.tdwg.org/terms/#dwc:locality,The specific description of the place.,"Less specific geographic information can be provided in other geographic terms (dwc:higherGeography, dwc:continent, dwc:country, dwc:stateProvince, dwc:county, dwc:municipality, dwc:waterBody, dwc:island, dwc:islandGroup). This term may contain information modified from the original to correct perceived errors or standardize the description.","`Bariloche, 25 km NNE via Ruta Nacional 40 (=Ruta 237)`; `Queets Rainforest, Olympic National Park`",false,
Location,verbatimLocality,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimLocality,https://dwc.tdwg.org/terms/#dwc:verbatimLocality,The original textual description of the place.,,`25 km NNE Bariloche por R. Nac. 237`,false,
Location,minimumElevationInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,https://dwc.tdwg.org/terms/#dwc:minimumElevationInMeters,"The lower limit of the range of elevation (altitude, usually above sea level), in meters.",,`-100`; `802`,false,decimal
Location,maximumElevationInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,https://dwc.tdwg.org/terms/#dwc:maximumElevationInMeters,"The upper limit of the range of elevation (altitude, usually above sea level), in meters.",,`-205`; `1236`,false,decimal
Location,verbatimElevation,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimElevation,https://dwc.tdwg.org/terms/#dwc:verbatimElevation,"The original description of the elevation (altitude, usually above sea level) of the Location.",,`100-200 m`,false,
Location,verticalDatum,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verticalDatum,https://dwc.tdwg.org/terms/#dwc:verticalDatum,The vertical datum used as the reference upon which the values in the elevation terms are based.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`EGM84`; `EGM96`; `EGM2008`; `PGM2000A`; `PGM2004`; `PGM2006`; `PGM2007`; `epsg:7030`; `unknown`,false,
Location,minimumDepthInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,https://dwc.tdwg.org/terms/#dwc:minimumDepthInMeters,"The lesser depth of a range of depth below the local surface, in meters.",,`0`; `100`,false,decimal
Location,maximumDepthInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,https://dwc.tdwg.org/terms/#dwc:maximumDepthInMeters,"The greater depth of a range of depth below the local surface, in meters.",,`0`; `200`,false,decimal
Location,verbatimDepth,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimDepth,https://dwc.tdwg.org/terms/#dwc:verbatimDepth,The original description of the depth below the local surface.,,`100-200 m`,false,
Location,minimumDistanceAboveSurfaceInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,https://dwc.tdwg.org/terms/#dwc:minimumDistanceAboveSurfaceInMeters,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",,"`-1.5` (below the surface); `4.2` (above the surface); For a 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation: verbatimElevation: `300m` minimumElevationInMeters: `300`, maximumElevationInMeters: `300`, verbatimDepth: `20m`, minimumDepthInMeters: `20`, maximumDepthInMeters: `20`, minimumDistanceAboveSurfaceInMeters: `0`, maximumDistanceAboveSurfaceInMeters: `-1.5`.",false,decimal
Location,maximumDistanceAboveSurfaceInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,https://dwc.tdwg.org/terms/#dwc:maximumDistanceAboveSurfaceInMeters,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",,"`-1.5` (below the surface); `4.2` (above the surface); For a 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation: verbatimElevation: `300m` minimumElevationInMeters: `300`, maximumElevationInMeters: `300`, verbatimDepth: `20m`, minimumDepthInMeters: `20`, maximumDepthInMeters: `20`, minimumDistanceAboveSurfaceInMeters: `0`, maximumDistanceAboveSurfaceInMeters: `-1.5`.",false,decimal
Location,locationAccordingTo,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/locationAccordingTo,https://dwc.tdwg.org/terms/#dwc:locationAccordingTo,"Information about the source of this dcterms:Location information. Could be a publication (gazetteer), institution, or team of individuals.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Getty Thesaurus of Geographic Names`; `GADM`,false,
Location,locationRemarks,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/locationRemarks,https://dwc.tdwg.org/terms/#dwc:locationRemarks,Comments or notes about the dcterms:Location.,,`under water since 2005`,false,
Location,decimalLatitude,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/decimalLatitude,https://dwc.tdwg.org/terms/#dwc:decimalLatitude,"The geographic latitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of the geographic center of a dcterms:Location. Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive.",,`-41.0983423`,false,decimal
Location,decimalLongitude,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/decimalLongitude,https://dwc.tdwg.org/terms/#dwc:decimalLongitude,"The geographic longitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of the geographic center of a dcterms:Location. Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive.",,`-121.1761111`,false,decimal
Location,geodeticDatum,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/geodeticDatum,https://dwc.tdwg.org/terms/#dwc:geodeticDatum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude are based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`EPSG:4326`; `WGS84`; `NAD27`; `Campo Inchauspe`; `European 1950`; `Clarke 1866`; `unknown`,false,
Location,coordinateUncertaintyInMeters,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,https://dwc.tdwg.org/terms/#dwc:coordinateUncertaintyInMeters,"The horizontal distance (in meters) from the given dwc:decimalLatitude and dwc:decimalLongitude describing the smallest circle containing the whole of the dcterms:Location. Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term.",,`30` (reasonable lower limit on or after 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `100` (reasonable lower limit before 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `71` (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system),false,decimal
Location,coordinatePrecision,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/coordinatePrecision,https://dwc.tdwg.org/terms/#dwc:coordinatePrecision,A decimal representation of the precision of the coordinates given in the dwc:decimalLatitude and dwc:decimalLongitude.,,`0.00001` (normal GPS limit for decimal degrees); `0.000278` (nearest second); `0.01667` (nearest minute); `1.0` (nearest degree),false,decimal
Location,pointRadiusSpatialFit,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,https://dwc.tdwg.org/terms/#dwc:pointRadiusSpatialFit,"The ratio of the area of the point-radius (dwc:decimalLatitude, dwc:decimalLongitude, dwc:coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of the dcterms:Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The dwc:pointRadiusSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, the dwc:pointRadiusSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853).",`0`; `1`; `1.5708`,false,decimal
Location,verbatimCoordinates,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimCoordinates,https://dwc.tdwg.org/terms/#dwc:verbatimCoordinates,"The verbatim original spatial coordinates of the dcterms:Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in dwc:verbatimSRS and the coordinate system should be stored in dwc:verbatimCoordinateSystem.",,`41 05 54S 121 05 34W`; `17T 630000 4833400`,false,
Location,verbatimLatitude,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimLatitude,https://dwc.tdwg.org/terms/#dwc:verbatimLatitude,"The verbatim original latitude of the dcterms:Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in dwc:verbatimSRS and the coordinate system should be stored in dwc:verbatimCoordinateSystem.",,`41 05 54.03S`,false,
Location,verbatimLongitude,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimLongitude,https://dwc.tdwg.org/terms/#dwc:verbatimLongitude,"The verbatim original longitude of the dcterms:Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in dwc:verbatimSRS and the coordinate system should be stored in dwc:verbatimCoordinateSystem.",,"`121d 10' 34"" W`",false,
Location,verbatimCoordinateSystem,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,https://dwc.tdwg.org/terms/#dwc:verbatimCoordinateSystem,The coordinate format for the dwc:verbatimLatitude and dwc:verbatimLongitude or the dwc:verbatimCoordinates of the dcterms:Location.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`decimal degrees`; `degrees decimal minutes`; `degrees minutes seconds`; `UTM`,false,
Location,verbatimSRS,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimSRS,https://dwc.tdwg.org/terms/#dwc:verbatimSRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in dwc:verbatimLatitude and dwc:verbatimLongitude, or dwc:verbatimCoordinates are based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`unknown`; `EPSG:4326`; `WGS84`; `NAD27`; `Campo Inchauspe`; `European 1950`; `Clarke 1866`,false,
Location,footprintWKT,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/footprintWKT,https://dwc.tdwg.org/terms/#dwc:footprintWKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the dcterms:Location. A dcterms:Location may have both a point-radius representation (see dwc:decimalLatitude) and a footprint representation, and they may differ from each other.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)",false,
